Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
10-May-2018_13:28:53 Exp 7308 20 female R 1 2 13 immoralSelf immoralSelf match m m 1 1.0584 
10-May-2018_13:28:55 Exp 7308 20 female R 1 2 14 moralOther moralOther match m m 1 1.0325 
10-May-2018_13:28:58 Exp 7308 20 female R 1 2 15 moralSelf immoralSelf mismatch n n 1 0.6528 
10-May-2018_13:29:00 Exp 7308 20 female R 1 2 16 immoralSelf immoralOther mismatch n m 0 0.7968 
10-May-2018_13:29:02 Exp 7308 20 female R 1 2 17 moralOther immoralOther mismatch n m 0 0.6329 
10-May-2018_13:29:05 Exp 7308 20 female R 1 2 18 moralOther moralOther match m m 1 0.7812 
10-May-2018_13:29:07 Exp 7308 20 female R 1 2 19 moralSelf moralSelf match m m 1 0.9472 
10-May-2018_13:29:09 Exp 7308 20 female R 1 2 20 moralOther immoralOther mismatch n n 1 0.5833 
10-May-2018_13:29:12 Exp 7308 20 female R 1 2 21 immoralOther immoralOther match m n 0 0.6376 
10-May-2018_13:29:14 Exp 7308 20 female R 1 2 22 immoralOther moralSelf mismatch n n 1 0.6476 
10-May-2018_13:29:16 Exp 7308 20 female R 1 2 23 moralOther moralSelf mismatch n n 1 0.6805 
10-May-2018_13:29:19 Exp 7308 20 female R 1 2 24 moralSelf moralOther mismatch n n 1 0.7859 
10-May-2018_13:29:21 Exp 7308 20 female R 1 3 1 moralSelf immoralOther mismatch n n 1 0.7760 
10-May-2018_13:29:24 Exp 7308 20 female R 1 3 2 moralOther immoralOther mismatch n n 1 1.0162 
10-May-2018_13:29:26 Exp 7308 20 female R 1 3 3 moralOther moralOther match m m 1 0.9123 
10-May-2018_13:29:29 Exp 7308 20 female R 1 3 4 immoralSelf immoralOther mismatch n n 1 0.9245 
10-May-2018_13:29:31 Exp 7308 20 female R 1 3 5 moralOther moralOther match m m 1 0.7826 
10-May-2018_13:29:34 Exp 7308 20 female R 1 3 6 immoralSelf immoralSelf match m m 1 1.0288 
10-May-2018_13:29:36 Exp 7308 20 female R 1 3 7 immoralOther immoralOther match m m 1 0.6490 
10-May-2018_13:29:38 Exp 7308 20 female R 1 3 8 immoralOther immoralOther match m m 1 0.6250 
10-May-2018_13:29:41 Exp 7308 20 female R 1 3 9 immoralSelf immoralOther mismatch n m 0 0.6472 
10-May-2018_13:29:43 Exp 7308 20 female R 1 3 10 immoralSelf immoralSelf match m m 1 0.7913 
10-May-2018_13:29:45 Exp 7308 20 female R 1 3 11 moralSelf moralSelf match m m 1 0.5555 
10-May-2018_13:29:48 Exp 7308 20 female R 1 3 12 moralSelf moralOther mismatch n m 0 0.6157 
10-May-2018_13:29:50 Exp 7308 20 female R 1 3 13 moralOther moralOther match m m 1 0.7196 
10-May-2018_13:29:52 Exp 7308 20 female R 1 3 14 moralOther immoralOther mismatch n m 0 0.7138 
10-May-2018_13:29:55 Exp 7308 20 female R 1 3 15 immoralSelf moralSelf mismatch n n 1 1.0379 
10-May-2018_13:29:57 Exp 7308 20 female R 1 3 16 immoralOther immoralSelf mismatch n n 1 0.8241 
10-May-2018_13:30:00 Exp 7308 20 female R 1 3 17 immoralSelf immoralSelf match m n 0 0.9341 
10-May-2018_13:30:03 Exp 7308 20 female R 1 3 18 moralOther immoralOther mismatch n NA -1 1.0850 
10-May-2018_13:30:05 Exp 7308 20 female R 1 3 19 moralSelf moralOther mismatch n m 0 0.6965 
10-May-2018_13:30:07 Exp 7308 20 female R 1 3 20 immoralOther moralOther mismatch n n 1 0.8252 
10-May-2018_13:30:10 Exp 7308 20 female R 1 3 21 immoralOther immoralOther match m n 0 0.8468 
10-May-2018_13:30:12 Exp 7308 20 female R 1 3 22 moralSelf moralSelf match m m 1 0.5689 
10-May-2018_13:30:14 Exp 7308 20 female R 1 3 23 immoralOther immoralSelf mismatch n n 1 0.5771 
10-May-2018_13:30:17 Exp 7308 20 female R 1 3 24 moralSelf moralSelf match m m 1 0.7372 
10-May-2018_13:30:33 Exp 7308 20 female R 1 4 1 moralSelf moralSelf match m m 1 0.5361 
10-May-2018_13:30:35 Exp 7308 20 female R 1 4 2 immoralOther immoralOther match m m 1 0.6640 
10-May-2018_13:30:38 Exp 7308 20 female R 1 4 3 immoralSelf immoralSelf match m m 1 0.8464 
10-May-2018_13:30:40 Exp 7308 20 female R 1 4 4 immoralSelf moralOther mismatch n n 1 0.7445 
10-May-2018_13:30:42 Exp 7308 20 female R 1 4 5 moralOther moralOther match m m 1 0.6306 
10-May-2018_13:30:45 Exp 7308 20 female R 1 4 6 moralOther moralSelf mismatch n n 1 0.7389 
10-May-2018_13:30:48 Exp 7308 20 female R 1 4 7 immoralSelf moralSelf mismatch n NA -1 1.0850 
10-May-2018_13:30:50 Exp 7308 20 female R 1 4 8 immoralOther moralSelf mismatch n n 1 0.6754 
10-May-2018_13:30:52 Exp 7308 20 female R 1 4 9 immoralOther immoralOther match m m 1 0.7592 
10-May-2018_13:30:55 Exp 7308 20 female R 1 4 10 immoralSelf immoralSelf match m NA -1 1.0850 
10-May-2018_13:30:57 Exp 7308 20 female R 1 4 11 immoralSelf moralOther mismatch n n 1 0.6915 
10-May-2018_13:30:59 Exp 7308 20 female R 1 4 12 immoralOther immoralSelf mismatch n n 1 0.6037 
10-May-2018_13:31:02 Exp 7308 20 female R 1 4 13 moralOther moralOther match m m 1 0.8217 
10-May-2018_13:31:04 Exp 7308 20 female R 1 4 14 immoralSelf immoralSelf match m n 0 0.7799 
10-May-2018_13:31:07 Exp 7308 20 female R 1 4 15 moralSelf immoralSelf mismatch n n 1 0.8901 
10-May-2018_13:31:09 Exp 7308 20 female R 1 4 16 moralOther moralOther match m m 1 0.7944 
10-May-2018_13:31:12 Exp 7308 20 female R 1 4 17 moralOther immoralSelf mismatch n n 1 0.7103 
10-May-2018_13:31:14 Exp 7308 20 female R 1 4 18 moralSelf immoralSelf mismatch n n 1 0.8265 
10-May-2018_13:31:17 Exp 7308 20 female R 1 4 19 moralOther immoralSelf mismatch n n 1 0.8725 
10-May-2018_13:31:19 Exp 7308 20 female R 1 4 20 immoralOther immoralOther match m m 1 0.6528 
10-May-2018_13:31:21 Exp 7308 20 female R 1 4 21 moralSelf moralSelf match m m 1 0.5568 
10-May-2018_13:31:23 Exp 7308 20 female R 1 4 22 moralSelf moralSelf match m m 1 0.6011 
10-May-2018_13:31:26 Exp 7308 20 female R 1 4 23 moralSelf immoralOther mismatch n n 1 0.7471 
10-May-2018_13:31:28 Exp 7308 20 female R 1 4 24 immoralOther immoralSelf mismatch n n 1 0.6792 
10-May-2018_13:31:30 Exp 7308 20 female R 1 5 1 moralOther moralOther match m m 1 0.8014 
10-May-2018_13:31:33 Exp 7308 20 female R 1 5 2 immoralSelf immoralSelf match m n 0 0.6596 
10-May-2018_13:31:35 Exp 7308 20 female R 1 5 3 immoralSelf immoralOther mismatch n n 1 0.8177 
10-May-2018_13:31:37 Exp 7308 20 female R 1 5 4 moralSelf moralSelf match m m 1 0.6398 
10-May-2018_13:31:40 Exp 7308 20 female R 1 5 5 immoralSelf immoralSelf match m n 0 0.6019 
10-May-2018_13:31:42 Exp 7308 20 female R 1 5 6 immoralSelf immoralSelf match m n 0 0.6041 
10-May-2018_13:31:44 Exp 7308 20 female R 1 5 7 immoralOther immoralOther match m n 0 0.6461 
10-May-2018_13:31:47 Exp 7308 20 female R 1 5 8 moralOther immoralSelf mismatch n n 1 0.7602 
10-May-2018_13:31:49 Exp 7308 20 female R 1 5 9 moralOther moralOther match m m 1 0.9145 
10-May-2018_13:31:52 Exp 7308 20 female R 1 5 10 immoralOther immoralSelf mismatch n m 0 0.9666 
10-May-2018_13:31:54 Exp 7308 20 female R 1 5 11 immoralSelf moralSelf mismatch n m 0 0.5447 
10-May-2018_13:31:56 Exp 7308 20 female R 1 5 12 moralSelf immoralSelf mismatch n n 1 0.6871 
10-May-2018_13:31:58 Exp 7308 20 female R 1 5 13 immoralOther immoralOther match m m 1 0.7050 
10-May-2018_13:32:01 Exp 7308 20 female R 1 5 14 moralOther moralSelf mismatch n n 1 0.9591 
10-May-2018_13:32:03 Exp 7308 20 female R 1 5 15 moralSelf moralOther mismatch n n 1 0.7452 
10-May-2018_13:32:06 Exp 7308 20 female R 1 5 16 immoralOther immoralOther match m m 1 0.6634 
10-May-2018_13:32:08 Exp 7308 20 female R 1 5 17 moralOther moralSelf mismatch n n 1 1.0215 
10-May-2018_13:32:11 Exp 7308 20 female R 1 5 18 moralSelf immoralOther mismatch n n 1 0.7636 
10-May-2018_13:32:13 Exp 7308 20 female R 1 5 19 immoralSelf immoralOther mismatch n n 1 0.8298 
10-May-2018_13:32:15 Exp 7308 20 female R 1 5 20 moralSelf moralSelf match m m 1 0.5779 
10-May-2018_13:32:18 Exp 7308 20 female R 1 5 21 immoralOther immoralSelf mismatch n n 1 0.8000 
10-May-2018_13:32:20 Exp 7308 20 female R 1 5 22 moralSelf moralSelf match m m 1 0.5862 
10-May-2018_13:32:22 Exp 7308 20 female R 1 5 23 moralOther moralOther match m m 1 0.6483 
10-May-2018_13:32:25 Exp 7308 20 female R 1 5 24 immoralOther immoralSelf mismatch n n 1 0.7205 
10-May-2018_13:32:30 Exp 7308 20 female R 2 1 1 immoralOther immoralOther match m NA -1 1.0850 
10-May-2018_13:32:33 Exp 7308 20 female R 2 1 2 moralOther immoralOther mismatch n n 1 0.7590 
10-May-2018_13:32:35 Exp 7308 20 female R 2 1 3 moralSelf moralSelf match m m 1 0.6091 
10-May-2018_13:32:38 Exp 7308 20 female R 2 1 4 moralOther immoralSelf mismatch n n 1 0.8492 
10-May-2018_13:32:40 Exp 7308 20 female R 2 1 5 moralOther moralOther match m m 1 0.8413 
10-May-2018_13:32:42 Exp 7308 20 female R 2 1 6 immoralSelf immoralSelf match m n 0 0.7314 
10-May-2018_13:32:45 Exp 7308 20 female R 2 1 7 immoralOther immoralSelf mismatch n n 1 0.5475 
10-May-2018_13:32:47 Exp 7308 20 female R 2 1 8 immoralSelf immoralSelf match m m 1 0.7757 
10-May-2018_13:32:50 Exp 7308 20 female R 2 1 9 immoralSelf moralOther mismatch n n 1 1.0640 
10-May-2018_13:32:52 Exp 7308 20 female R 2 1 10 moralSelf moralSelf match m m 1 0.5500 
10-May-2018_13:32:54 Exp 7308 20 female R 2 1 11 immoralSelf moralOther mismatch n m 0 0.9702 
10-May-2018_13:32:57 Exp 7308 20 female R 2 1 12 immoralOther immoralOther match m m 1 0.6183 
10-May-2018_13:32:59 Exp 7308 20 female R 2 1 13 moralSelf immoralSelf mismatch n n 1 0.8004 
10-May-2018_13:33:01 Exp 7308 20 female R 2 1 14 immoralSelf immoralSelf match m m 1 0.7146 
10-May-2018_13:33:04 Exp 7308 20 female R 2 1 15 moralOther immoralSelf mismatch n n 1 0.6226 
10-May-2018_13:33:06 Exp 7308 20 female R 2 1 16 moralSelf immoralSelf mismatch n n 1 0.6449 
10-May-2018_13:33:08 Exp 7308 20 female R 2 1 17 immoralOther moralOther mismatch n n 1 0.7749 
10-May-2018_13:33:11 Exp 7308 20 female R 2 1 18 moralSelf moralSelf match m m 1 0.8390 
10-May-2018_13:33:13 Exp 7308 20 female R 2 1 19 moralSelf immoralOther mismatch n n 1 0.6653 
10-May-2018_13:33:15 Exp 7308 20 female R 2 1 20 moralOther moralOther match m n 0 0.6634 
10-May-2018_13:33:18 Exp 7308 20 female R 2 1 21 immoralSelf moralOther mismatch n n 1 0.5735 
10-May-2018_13:33:20 Exp 7308 20 female R 2 1 22 immoralOther immoralOther match m m 1 0.7655 
10-May-2018_13:33:23 Exp 7308 20 female R 2 1 23 immoralOther immoralSelf mismatch n n 1 1.0398 
10-May-2018_13:33:25 Exp 7308 20 female R 2 1 24 moralOther moralOther match m m 1 0.8019 
10-May-2018_13:33:27 Exp 7308 20 female R 2 2 1 moralOther moralOther match m m 1 0.6361 
10-May-2018_13:33:30 Exp 7308 20 female R 2 2 2 moralOther immoralSelf mismatch n NA -1 1.0850 
10-May-2018_13:33:32 Exp 7308 20 female R 2 2 3 moralSelf moralSelf match m m 1 0.4903 
10-May-2018_13:33:35 Exp 7308 20 female R 2 2 4 immoralSelf immoralSelf match m NA -1 1.0850 
10-May-2018_13:33:37 Exp 7308 20 female R 2 2 5 immoralSelf immoralSelf match m m 1 0.4685 
10-May-2018_13:33:39 Exp 7308 20 female R 2 2 6 immoralOther immoralSelf mismatch n n 1 0.6008 
10-May-2018_13:33:42 Exp 7308 20 female R 2 2 7 moralOther immoralSelf mismatch n m 0 0.8589 
10-May-2018_13:33:44 Exp 7308 20 female R 2 2 8 moralSelf immoralSelf mismatch n n 1 0.6170 
10-May-2018_13:33:46 Exp 7308 20 female R 2 2 9 immoralOther moralSelf mismatch n m 0 0.8172 
10-May-2018_13:33:49 Exp 7308 20 female R 2 2 10 moralOther moralOther match m m 1 0.8793 
10-May-2018_13:33:51 Exp 7308 20 female R 2 2 11 immoralSelf moralSelf mismatch n n 1 0.7855 
10-May-2018_13:33:54 Exp 7308 20 female R 2 2 12 moralSelf immoralSelf mismatch n n 1 0.8235 
10-May-2018_13:33:56 Exp 7308 20 female R 2 2 13 immoralOther immoralSelf mismatch n n 1 0.6937 
10-May-2018_13:33:58 Exp 7308 20 female R 2 2 14 moralSelf moralSelf match m m 1 0.7338 
10-May-2018_13:34:01 Exp 7308 20 female R 2 2 15 moralOther moralSelf mismatch n n 1 0.8380 
10-May-2018_13:34:03 Exp 7308 20 female R 2 2 16 moralSelf moralSelf match m n 0 0.7122 
10-May-2018_13:34:06 Exp 7308 20 female R 2 2 17 immoralOther immoralOther match m m 1 0.9162 
10-May-2018_13:34:08 Exp 7308 20 female R 2 2 18 moralSelf immoralOther mismatch n n 1 0.9043 
10-May-2018_13:34:11 Exp 7308 20 female R 2 2 19 immoralSelf immoralSelf match m m 1 0.8464 
10-May-2018_13:34:13 Exp 7308 20 female R 2 2 20 moralOther moralOther match m m 1 0.7686 
10-May-2018_13:34:15 Exp 7308 20 female R 2 2 21 immoralOther immoralOther match m m 1 0.6488 
10-May-2018_13:34:18 Exp 7308 20 female R 2 2 22 immoralSelf moralSelf mismatch n n 1 0.8089 
10-May-2018_13:34:20 Exp 7308 20 female R 2 2 23 immoralOther immoralOther match m m 1 0.8170 
10-May-2018_13:34:23 Exp 7308 20 female R 2 2 24 immoralSelf immoralOther mismatch n n 1 0.7611 
10-May-2018_13:34:25 Exp 7308 20 female R 2 3 1 immoralOther immoralOther match m m 1 0.7392 
10-May-2018_13:34:28 Exp 7308 20 female R 2 3 2 moralOther immoralSelf mismatch n n 1 0.8254 
10-May-2018_13:34:30 Exp 7308 20 female R 2 3 3 immoralSelf immoralSelf match m m 1 0.6796 
10-May-2018_13:34:32 Exp 7308 20 female R 2 3 4 immoralOther immoralSelf mismatch n n 1 0.6017 
10-May-2018_13:34:35 Exp 7308 20 female R 2 3 5 moralOther immoralOther mismatch n n 1 0.9239 
10-May-2018_13:34:37 Exp 7308 20 female R 2 3 6 moralOther moralOther match m m 1 0.8620 
10-May-2018_13:34:40 Exp 7308 20 female R 2 3 7 immoralOther immoralOther match m m 1 0.7642 
10-May-2018_13:34:42 Exp 7308 20 female R 2 3 8 moralSelf moralOther mismatch n n 1 0.8942 
10-May-2018_13:34:44 Exp 7308 20 female R 2 3 9 immoralSelf immoralOther mismatch n n 1 0.7584 
10-May-2018_13:34:47 Exp 7308 20 female R 2 3 10 immoralSelf moralSelf mismatch n n 1 0.8885 
10-May-2018_13:34:49 Exp 7308 20 female R 2 3 11 moralSelf moralOther mismatch n m 0 0.5367 
10-May-2018_13:34:51 Exp 7308 20 female R 2 3 12 moralSelf moralSelf match m m 1 0.7447 
10-May-2018_13:34:54 Exp 7308 20 female R 2 3 13 moralSelf immoralSelf mismatch n n 1 0.6709 
10-May-2018_13:34:56 Exp 7308 20 female R 2 3 14 immoralOther moralSelf mismatch n n 1 0.6271 
10-May-2018_13:34:58 Exp 7308 20 female R 2 3 15 moralSelf moralSelf match m m 1 0.6091 
10-May-2018_13:35:01 Exp 7308 20 female R 2 3 16 immoralSelf immoralSelf match m m 1 0.7853 
10-May-2018_13:35:03 Exp 7308 20 female R 2 3 17 immoralOther immoralOther match m m 1 0.7514 
10-May-2018_13:35:05 Exp 7308 20 female R 2 3 18 immoralSelf immoralOther mismatch n n 1 0.7156 
10-May-2018_13:35:08 Exp 7308 20 female R 2 3 19 immoralOther moralOther mismatch n n 1 0.7198 
10-May-2018_13:35:10 Exp 7308 20 female R 2 3 20 moralOther moralOther match m m 1 0.9538 
10-May-2018_13:35:13 Exp 7308 20 female R 2 3 21 immoralSelf immoralSelf match m m 1 1.0461 
10-May-2018_13:35:15 Exp 7308 20 female R 2 3 22 moralOther moralOther match m m 1 0.8562 
10-May-2018_13:35:18 Exp 7308 20 female R 2 3 23 moralOther immoralOther mismatch n n 1 0.9924 
10-May-2018_13:35:20 Exp 7308 20 female R 2 3 24 moralSelf moralSelf match m m 1 0.5404 
10-May-2018_13:35:44 Exp 7308 20 female R 2 4 1 moralSelf moralSelf match m m 1 0.4978 
10-May-2018_13:35:47 Exp 7308 20 female R 2 4 2 moralOther immoralSelf mismatch n n 1 0.6800 
10-May-2018_13:35:49 Exp 7308 20 female R 2 4 3 immoralSelf immoralSelf match m m 1 0.8022 
10-May-2018_13:35:52 Exp 7308 20 female R 2 4 4 moralOther immoralOther mismatch n n 1 0.8042 
10-May-2018_13:35:54 Exp 7308 20 female R 2 4 5 immoralOther immoralSelf mismatch n n 1 0.8542 
10-May-2018_13:35:56 Exp 7308 20 female R 2 4 6 moralSelf immoralOther mismatch n n 1 0.7505 
10-May-2018_13:35:59 Exp 7308 20 female R 2 4 7 immoralOther immoralOther match m m 1 0.6186 
10-May-2018_13:36:01 Exp 7308 20 female R 2 4 8 moralOther moralOther match m m 1 0.7288 
10-May-2018_13:36:03 Exp 7308 20 female R 2 4 9 immoralOther moralSelf mismatch n n 1 0.7130 
10-May-2018_13:36:06 Exp 7308 20 female R 2 4 10 moralOther immoralSelf mismatch n n 1 0.7890 
10-May-2018_13:36:08 Exp 7308 20 female R 2 4 11 moralSelf moralSelf match m m 1 0.5611 
10-May-2018_13:36:10 Exp 7308 20 female R 2 4 12 immoralOther immoralOther match m n 0 0.7872 
10-May-2018_13:36:13 Exp 7308 20 female R 2 4 13 immoralSelf moralOther mismatch n n 1 0.9834 
10-May-2018_13:36:15 Exp 7308 20 female R 2 4 14 immoralSelf immoralSelf match m n 0 0.6935 
10-May-2018_13:36:18 Exp 7308 20 female R 2 4 15 moralSelf immoralSelf mismatch n n 1 0.7097 
10-May-2018_13:36:20 Exp 7308 20 female R 2 4 16 moralOther moralOther match m m 1 0.8021 
10-May-2018_13:36:22 Exp 7308 20 female R 2 4 17 moralOther moralOther match m m 1 0.4759 
10-May-2018_13:36:25 Exp 7308 20 female R 2 4 18 immoralSelf immoralSelf match m m 1 0.9201 
10-May-2018_13:36:27 Exp 7308 20 female R 2 4 19 immoralSelf moralOther mismatch n n 1 0.6022 
10-May-2018_13:36:29 Exp 7308 20 female R 2 4 20 moralSelf moralSelf match m m 1 0.5724 
10-May-2018_13:36:32 Exp 7308 20 female R 2 4 21 immoralSelf immoralOther mismatch n n 1 0.9404 
10-May-2018_13:36:34 Exp 7308 20 female R 2 4 22 immoralOther moralOther mismatch n n 1 0.8424 
10-May-2018_13:36:37 Exp 7308 20 female R 2 4 23 immoralOther immoralOther match m m 1 0.8367 
10-May-2018_13:36:39 Exp 7308 20 female R 2 4 24 moralSelf immoralSelf mismatch n n 1 0.6409 
10-May-2018_13:36:41 Exp 7308 20 female R 2 5 1 moralSelf moralOther mismatch n n 1 0.8350 
10-May-2018_13:36:44 Exp 7308 20 female R 2 5 2 moralOther moralOther match m m 1 0.7193 
10-May-2018_13:36:46 Exp 7308 20 female R 2 5 3 immoralOther immoralOther match m m 1 0.8653 
10-May-2018_13:36:49 Exp 7308 20 female R 2 5 4 moralOther immoralOther mismatch n n 1 0.8392 
10-May-2018_13:36:51 Exp 7308 20 female R 2 5 5 moralOther moralOther match m n 0 0.8496 
10-May-2018_13:36:53 Exp 7308 20 female R 2 5 6 immoralSelf immoralSelf match m n 0 0.6737 
10-May-2018_13:36:56 Exp 7308 20 female R 2 5 7 moralOther moralSelf mismatch n n 1 1.0539 
10-May-2018_13:36:59 Exp 7308 20 female R 2 5 8 immoralSelf immoralOther mismatch n n 1 0.9740 
10-May-2018_13:37:01 Exp 7308 20 female R 2 5 9 immoralSelf immoralSelf match m m 1 0.8860 
10-May-2018_13:37:03 Exp 7308 20 female R 2 5 10 moralSelf moralSelf match m m 1 0.4802 
10-May-2018_13:37:06 Exp 7308 20 female R 2 5 11 immoralSelf immoralSelf match m n 0 0.6984 
10-May-2018_13:37:08 Exp 7308 20 female R 2 5 12 moralOther moralOther match m NA -1 1.0850 
10-May-2018_13:37:11 Exp 7308 20 female R 2 5 13 moralSelf moralOther mismatch n n 1 0.8187 
10-May-2018_13:37:13 Exp 7308 20 female R 2 5 14 immoralOther moralSelf mismatch n n 1 0.6888 
10-May-2018_13:37:15 Exp 7308 20 female R 2 5 15 immoralOther moralSelf mismatch n n 1 0.5610 
10-May-2018_13:37:18 Exp 7308 20 female R 2 5 16 immoralOther moralOther mismatch n n 1 0.7151 
10-May-2018_13:37:20 Exp 7308 20 female R 2 5 17 moralSelf moralSelf match m m 1 0.5272 
10-May-2018_13:37:22 Exp 7308 20 female R 2 5 18 moralSelf moralOther mismatch n n 1 0.9673 
10-May-2018_13:37:25 Exp 7308 20 female R 2 5 19 immoralSelf moralSelf mismatch n n 1 0.6876 
10-May-2018_13:37:27 Exp 7308 20 female R 2 5 20 immoralSelf moralSelf mismatch n n 1 0.6876 
10-May-2018_13:37:29 Exp 7308 20 female R 2 5 21 moralSelf moralSelf match m m 1 0.6558 
10-May-2018_13:37:32 Exp 7308 20 female R 2 5 22 moralOther immoralOther mismatch n n 1 0.8559 
10-May-2018_13:37:34 Exp 7308 20 female R 2 5 23 immoralOther immoralOther match m m 1 0.6240 
10-May-2018_13:37:36 Exp 7308 20 female R 2 5 24 immoralOther immoralOther match m m 1 0.5743 
10-May-2018_13:37:42 Exp 7308 20 female R 3 1 1 immoralSelf immoralSelf match m m 1 0.7704 
10-May-2018_13:37:44 Exp 7308 20 female R 3 1 2 immoralOther immoralOther match m m 1 0.6505 
10-May-2018_13:37:46 Exp 7308 20 female R 3 1 3 immoralOther immoralOther match m m 1 0.5547 
10-May-2018_13:37:48 Exp 7308 20 female R 3 1 4 immoralOther immoralSelf mismatch n n 1 0.6068 
10-May-2018_13:37:51 Exp 7308 20 female R 3 1 5 moralOther moralOther match m m 1 0.8970 
10-May-2018_13:37:53 Exp 7308 20 female R 3 1 6 immoralOther moralOther mismatch n n 1 0.6251 
10-May-2018_13:37:56 Exp 7308 20 female R 3 1 7 immoralSelf moralSelf mismatch n m 0 0.7273 
10-May-2018_13:37:58 Exp 7308 20 female R 3 1 8 moralOther immoralSelf mismatch n n 1 0.8953 
10-May-2018_13:38:01 Exp 7308 20 female R 3 1 9 moralOther moralSelf mismatch n n 1 0.7995 
10-May-2018_13:38:03 Exp 7308 20 female R 3 1 10 immoralSelf moralOther mismatch n NA -1 1.0850 
10-May-2018_13:38:05 Exp 7308 20 female R 3 1 11 moralSelf immoralOther mismatch n n 1 0.6358 
10-May-2018_13:38:08 Exp 7308 20 female R 3 1 12 immoralSelf immoralSelf match m m 1 1.0077 
10-May-2018_13:38:10 Exp 7308 20 female R 3 1 13 immoralOther moralOther mismatch n n 1 0.5920 
10-May-2018_13:38:12 Exp 7308 20 female R 3 1 14 moralSelf moralSelf match m m 1 0.5322 
